,featurecode,years,units,value,region_of_residence,breakdown_of_domestic_tourism
1294,S12000023,2010-2012,Thousand Visits,28,England,Visits
1295,S12000023,2014-2016,Thousand Visits,66,All of GB,Visits
1296,S12000026,2012-2014,Thousand Nights,704,England,Nights
1297,S12000026,2017-2019,Thousand Visits,188,England,Visits
1298,S12000026,2011-2013,Thousand Nights,1329,All of GB,Nights
1299,S12000026,2013-2015,Thousand Nights,735,England,Nights
1300,S12000026,2013-2015,Thousand Visits,352,All of GB,Visits
1301,S12000026,2009-2011,Thousand Nights,695,England,Nights
1302,S12000026,2013-2015,Thousand Visits,146,Scotland,Visits
1303,S12000026,2013-2015,Thousand Visits,200,England,Visits
1304,S12000026,2014-2016,million pounds (GBP),19,Scotland,Expenditure
1305,S12000026,2011-2013,Thousand Visits,207,England,Visits
1306,S12000026,2009-2011,Thousand Nights,1203,All of GB,Nights
1307,S12000026,2009-2011,million pounds (GBP),71,All of GB,Expenditure
1308,S12000026,2014-2016,Thousand Nights,284,Scotland,Nights
1309,S12000026,2009-2011,Thousand Visits,209,England,Visits
1310,S12000026,2016-2018,million pounds (GBP),55,All of GB,Expenditure
1311,S12000026,2012-2014,million pounds (GBP),69,All of GB,Expenditure
1312,S12000026,2013-2015,Thousand Nights,1147,All of GB,Nights
1313,S12000026,2015-2017,million pounds (GBP),33,England,Expenditure
1314,S12000026,2009-2011,Thousand Visits,194,Scotland,Visits
1315,S12000026,2013-2015,million pounds (GBP),73,All of GB,Expenditure
1316,S12000026,2014-2016,Thousand Visits,118,Scotland,Visits
1317,S12000026,2017-2019,Thousand Visits,340,All of GB,Visits
1318,S12000026,2016-2018,million pounds (GBP),21,Scotland,Expenditure
1319,S12000026,2015-2017,Thousand Visits,277,All of GB,Visits
1320,S12000026,2011-2013,Thousand Nights,728,England,Nights
1321,S12000026,2011-2013,Thousand Visits,386,All of GB,Visits
1322,S12000026,2011-2013,million pounds (GBP),74,All of GB,Expenditure
1323,S12000026,2010-2012,Thousand Visits,384,All of GB,Visits
1324,S12000026,2010-2012,Thousand Visits,206,England,Visits
1325,S12000026,2012-2014,million pounds (GBP),40,England,Expenditure
1326,S12000026,2015-2017,Thousand Visits,104,Scotland,Visits
1327,S12000026,2010-2012,million pounds (GBP),42,England,Expenditure
1328,S12000026,2015-2017,Thousand Visits,169,England,Visits
1329,S12000026,2016-2018,million pounds (GBP),32,England,Expenditure
1330,S12000026,2012-2014,Thousand Visits,354,All of GB,Visits
1331,S12000026,2016-2018,Thousand Visits,179,England,Visits
1332,S12000026,2015-2017,million pounds (GBP),19,Scotland,Expenditure
1333,S12000026,2010-2012,Thousand Visits,175,Scotland,Visits
1334,S12000026,2017-2019,Thousand Nights,1137,All of GB,Nights
1335,S12000026,2016-2018,Thousand Visits,127,Scotland,Visits
1336,S12000026,2013-2015,million pounds (GBP),28,Scotland,Expenditure
1337,S12000026,2009-2011,Thousand Visits,404,All of GB,Visits
1338,S12000026,2012-2014,Thousand Visits,148,Scotland,Visits
1339,S12000026,2016-2018,Thousand Nights,256,Scotland,Nights
1340,S12000026,2015-2017,Thousand Nights,852,All of GB,Nights
1341,S12000026,2011-2013,Thousand Nights,570,Scotland,Nights
1342,S12000026,2013-2015,Thousand Nights,388,Scotland,Nights
1343,S12000026,2014-2016,Thousand Nights,947,All of GB,Nights
1344,S12000026,2015-2017,Thousand Nights,598,England,Nights
1345,S12000026,2009-2011,million pounds (GBP),42,England,Expenditure
1346,S12000026,2009-2011,Thousand Nights,507,Scotland,Nights
1347,S12000026,2010-2012,million pounds (GBP),65,All of GB,Expenditure
1348,S12000026,2014-2016,Thousand Nights,638,England,Nights
1349,S12000026,2011-2013,million pounds (GBP),41,England,Expenditure
1350,S12000026,2014-2016,million pounds (GBP),33,England,Expenditure
1351,S12000026,2017-2019,Thousand Nights,705,England,Nights
1352,S12000026,2014-2016,million pounds (GBP),53,All of GB,Expenditure
1353,S12000026,2011-2013,Thousand Visits,174,Scotland,Visits
1354,S12000026,2012-2014,Thousand Nights,487,Scotland,Nights
1355,S12000026,2010-2012,Thousand Nights,578,Scotland,Nights
1356,S12000026,2013-2015,million pounds (GBP),44,England,Expenditure
1357,S12000026,2017-2019,million pounds (GBP),37,England,Expenditure
1358,S12000026,2017-2019,Thousand Nights,387,Scotland,Nights
1359,S12000026,2014-2016,Thousand Visits,172,England,Visits
1360,S12000026,2012-2014,Thousand Visits,198,England,Visits
1361,S12000026,2017-2019,Thousand Visits,144,Scotland,Visits
1362,S12000026,2015-2017,million pounds (GBP),53,All of GB,Expenditure
1363,S12000026,2016-2018,Thousand Visits,311,All of GB,Visits
1364,S12000026,2010-2012,million pounds (GBP),22,Scotland,Expenditure
1365,S12000026,2014-2016,Thousand Visits,295,All of GB,Visits
1366,S12000026,2015-2017,Thousand Nights,235,Scotland,Nights
1367,S12000026,2010-2012,Thousand Nights,1323,All of GB,Nights
1368,S12000026,2012-2014,million pounds (GBP),27,Scotland,Expenditure
1369,S12000026,2017-2019,million pounds (GBP),24,Scotland,Expenditure
1370,S12000026,2017-2019,million pounds (GBP),63,All of GB,Expenditure
1371,S12000026,2010-2012,Thousand Nights,724,England,Nights
1372,S12000026,2012-2014,Thousand Nights,1236,All of GB,Nights
1373,S12000026,2016-2018,Thousand Nights,912,All of GB,Nights
1374,S12000026,2009-2011,million pounds (GBP),29,Scotland,Expenditure
1375,S12000026,2011-2013,million pounds (GBP),31,Scotland,Expenditure
1376,S12000026,2016-2018,Thousand Nights,637,England,Nights
1377,S12000027,2011-2013,Thousand Nights,243,Scotland,Nights
1378,S12000027,2010-2012,million pounds (GBP),25,All of GB,Expenditure
1379,S12000027,2012-2014,Thousand Nights,425,Scotland,Nights
1380,S12000027,2015-2017,Thousand Nights,426,All of GB,Nights
1381,S12000027,2016-2018,Thousand Nights,186,Scotland,Nights
1382,S12000027,2017-2019,million pounds (GBP),4,England,Expenditure
1383,S12000027,2009-2011,million pounds (GBP),8,England,Expenditure
1384,S12000027,2015-2017,million pounds (GBP),5,Scotland,Expenditure
1385,S12000027,2010-2012,Thousand Nights,212,All of GB,Nights
1386,S12000027,2011-2013,Thousand Visits,60,All of GB,Visits
1387,S12000027,2013-2015,Thousand Nights,770,All of GB,Nights
1388,S12000027,2009-2011,Thousand Nights,42,Scotland,Nights
1389,S12000027,2011-2013,Thousand Visits,25,Scotland,Visits
1390,S12000027,2009-2011,Thousand Visits,12,Scotland,Visits
1391,S12000027,2013-2015,million pounds (GBP),39,All of GB,Expenditure
1392,S12000027,2010-2012,Thousand Visits,44,All of GB,Visits
1393,S12000027,2011-2013,Thousand Nights,280,England,Nights
1394,S12000027,2010-2012,Thousand Visits,17,Scotland,Visits
1395,S12000027,2012-2014,Thousand Visits,39,Scotland,Visits
1396,S12000027,2015-2017,Thousand Visits,49,All of GB,Visits
1397,S12000027,2017-2019,Thousand Nights,98,England,Nights
1398,S12000027,2010-2012,million pounds (GBP),14,Scotland,Expenditure
1399,S12000027,2016-2018,Thousand Nights,375,All of GB,Nights
1400,S12000027,2013-2015,Thousand Nights,605,England,Nights
1401,S12000027,2014-2016,million pounds (GBP),19,England,Expenditure
1402,S12000027,2011-2013,million pounds (GBP),22,England,Expenditure
1403,S12000027,2012-2014,Thousand Visits,75,All of GB,Visits
1404,S12000027,2014-2016,Thousand Visits,36,England,Visits
1405,S12000027,2011-2013,Thousand Nights,523,All of GB,Nights
1406,S12000027,2015-2017,Thousand Visits,17,Scotland,Visits
1407,S12000027,2014-2016,Thousand Nights,505,England,Nights
1408,S12000027,2013-2015,Thousand Visits,68,All of GB,Visits
1409,S12000027,2011-2013,million pounds (GBP),9,Scotland,Expenditure
1410,S12000027,2014-2016,Thousand Nights,306,Scotland,Nights
1411,S12000027,2014-2016,Thousand Nights,627,All of GB,Nights
1412,S12000027,2010-2012,Thousand Nights,101,England,Nights
1413,S12000027,2010-2012,Thousand Visits,26,England,Visits
1414,S12000027,2009-2011,Thousand Visits,37,All of GB,Visits
1415,S12000027,2013-2015,Thousand Nights,350,Scotland,Nights
1416,S12000027,2015-2017,Thousand Visits,32,England,Visits
1417,S12000027,2012-2014,million pounds (GBP),20,Scotland,Expenditure
1418,S12000027,2017-2019,Thousand Nights,251,All of GB,Nights
1419,S12000027,2016-2018,Thousand Visits,45,All of GB,Visits
1420,S12000027,2016-2018,Thousand Visits,16,Scotland,Visits
1421,S12000027,2017-2019,million pounds (GBP),2,Scotland,Expenditure
1422,S12000027,2012-2014,Thousand Nights,543,England,Nights
1423,S12000027,2013-2015,Thousand Visits,36,England,Visits
1424,S12000027,2013-2015,Thousand Visits,32,Scotland,Visits
1425,S12000027,2016-2018,million pounds (GBP),3,Scotland,Expenditure
1426,S12000027,2015-2017,million pounds (GBP),19,All of GB,Expenditure
1427,S12000027,2013-2015,million pounds (GBP),15,Scotland,Expenditure
1428,S12000027,2016-2018,million pounds (GBP),15,All of GB,Expenditure
1429,S12000027,2009-2011,million pounds (GBP),19,All of GB,Expenditure
1430,S12000027,2011-2013,Thousand Visits,35,England,Visits
1431,S12000027,2014-2016,Thousand Visits,65,All of GB,Visits
1432,S12000027,2014-2016,million pounds (GBP),33,All of GB,Expenditure
1433,S12000027,2014-2016,million pounds (GBP),14,Scotland,Expenditure
1434,S12000027,2012-2014,million pounds (GBP),22,England,Expenditure
1435,S12000027,2017-2019,Thousand Visits,31,All of GB,Visits
1436,S12000027,2009-2011,million pounds (GBP),9,Scotland,Expenditure
1437,S12000027,2016-2018,Thousand Nights,189,England,Nights
1438,S12000027,2012-2014,million pounds (GBP),42,All of GB,Expenditure
1439,S12000027,2011-2013,million pounds (GBP),31,All of GB,Expenditure
1440,S12000027,2009-2011,Thousand Visits,18,England,Visits
1441,S12000027,2016-2018,million pounds (GBP),13,England,Expenditure
1442,S12000027,2015-2017,Thousand Nights,143,Scotland,Nights
1443,S12000027,2017-2019,Thousand Visits,13,Scotland,Visits
1444,S12000027,2010-2012,Thousand Nights,95,Scotland,Nights
1445,S12000027,2017-2019,Thousand Visits,18,England,Visits
1446,S12000027,2010-2012,million pounds (GBP),10,England,Expenditure
1447,S12000027,2015-2017,million pounds (GBP),15,England,Expenditure
1448,S12000027,2012-2014,Thousand Visits,36,England,Visits
1449,S12000027,2017-2019,Thousand Nights,152,Scotland,Nights
1450,S12000027,2016-2018,Thousand Visits,29,England,Visits
1451,S12000027,2009-2011,Thousand Nights,150,All of GB,Nights
1452,S12000027,2014-2016,Thousand Visits,29,Scotland,Visits
1453,S12000027,2013-2015,million pounds (GBP),23,England,Expenditure
1454,S12000027,2017-2019,million pounds (GBP),7,All of GB,Expenditure
1455,S12000027,2009-2011,Thousand Nights,54,England,Nights
1456,S12000027,2015-2017,Thousand Nights,283,England,Nights
1457,S12000027,2012-2014,Thousand Nights,784,All of GB,Nights
1458,S12000028,2013-2015,million pounds (GBP),29,Scotland,Expenditure
1459,S12000028,2011-2013,million pounds (GBP),72,All of GB,Expenditure
1460,S12000028,2016-2018,Thousand Visits,354,All of GB,Visits
1461,S12000028,2011-2013,million pounds (GBP),43,England,Expenditure
1462,S12000028,2012-2014,Thousand Visits,362,All of GB,Visits
1463,S12000028,2016-2018,million pounds (GBP),46,England,Expenditure
1464,S12000028,2017-2019,Thousand Visits,163,England,Visits
1465,S12000028,2017-2019,Thousand Visits,208,Scotland,Visits
1466,S12000028,2011-2013,Thousand Nights,492,Scotland,Nights
1467,S12000028,2017-2019,million pounds (GBP),36,Scotland,Expenditure
1468,S12000028,2014-2016,Thousand Nights,636,Scotland,Nights
1469,S12000028,2012-2014,million pounds (GBP),23,Scotland,Expenditure
1470,S12000028,2016-2018,million pounds (GBP),40,Scotland,Expenditure
1471,S12000028,2017-2019,Thousand Nights,726,Scotland,Nights
1472,S12000028,2015-2017,million pounds (GBP),71,All of GB,Expenditure
1473,S12000028,2016-2018,Thousand Visits,217,Scotland,Visits
1474,S12000028,2010-2012,Thousand Nights,1205,All of GB,Nights
1475,S12000028,2014-2016,Thousand Visits,100,England,Visits
1476,S12000028,2011-2013,Thousand Nights,1222,All of GB,Nights
1477,S12000028,2017-2019,million pounds (GBP),45,England,Expenditure
1478,S12000028,2015-2017,Thousand Visits,205,Scotland,Visits
1479,S12000028,2015-2017,Thousand Nights,939,All of GB,Nights
1480,S12000028,2011-2013,Thousand Visits,320,All of GB,Visits
1481,S12000028,2014-2016,Thousand Nights,955,All of GB,Nights
1482,S12000028,2010-2012,million pounds (GBP),24,Scotland,Expenditure
1483,S12000028,2010-2012,million pounds (GBP),34,England,Expenditure
1484,S12000028,2010-2012,Thousand Nights,535,Scotland,Nights
1485,S12000028,2012-2014,Thousand Visits,168,England,Visits
1486,S12000028,2012-2014,Thousand Visits,194,Scotland,Visits
1487,S12000028,2011-2013,Thousand Nights,721,England,Nights
1488,S12000028,2014-2016,million pounds (GBP),29,England,Expenditure
1489,S12000028,2009-2011,million pounds (GBP),45,England,Expenditure
1490,S12000028,2009-2011,Thousand Visits,156,England,Visits
1491,S12000028,2012-2014,million pounds (GBP),38,England,Expenditure
1492,S12000028,2015-2017,Thousand Visits,99,England,Visits
1493,S12000028,2015-2017,Thousand Nights,349,England,Nights
1494,S12000028,2011-2013,million pounds (GBP),19,Scotland,Expenditure
1495,S12000028,2013-2015,Thousand Nights,616,Scotland,Nights
1496,S12000028,2010-2012,million pounds (GBP),67,All of GB,Expenditure
1497,S12000028,2016-2018,Thousand Nights,617,England,Nights
1498,S12000028,2009-2011,Thousand Nights,682,Scotland,Nights
1499,S12000028,2012-2014,Thousand Nights,539,Scotland,Nights
1500,S12000028,2013-2015,million pounds (GBP),28,England,Expenditure
1501,S12000028,2016-2018,million pounds (GBP),86,All of GB,Expenditure
1502,S12000028,2014-2016,Thousand Visits,343,All of GB,Visits
1503,S12000028,2014-2016,million pounds (GBP),37,Scotland,Expenditure
1504,S12000028,2009-2011,million pounds (GBP),83,All of GB,Expenditure
1505,S12000028,2011-2013,Thousand Visits,158,England,Visits
1506,S12000028,2010-2012,Thousand Visits,305,All of GB,Visits
1507,S12000028,2013-2015,Thousand Nights,661,England,Nights
1508,S12000028,2009-2011,Thousand Nights,1361,All of GB,Nights
1509,S12000028,2013-2015,million pounds (GBP),57,All of GB,Expenditure
1510,S12000028,2013-2015,Thousand Visits,134,England,Visits
1511,S12000028,2016-2018,Thousand Nights,765,Scotland,Nights
1512,S12000028,2010-2012,Thousand Visits,171,Scotland,Visits
1513,S12000028,2014-2016,million pounds (GBP),67,All of GB,Expenditure
1514,S12000028,2014-2016,Thousand Nights,525,England,Nights
1515,S12000028,2012-2014,Thousand Nights,918,England,Nights
1516,S12000028,2017-2019,Thousand Visits,373,All of GB,Visits
1517,S12000028,2011-2013,Thousand Visits,159,Scotland,Visits
1518,S12000028,2014-2016,Thousand Visits,243,Scotland,Visits
1519,S12000028,2010-2012,Thousand Visits,128,England,Visits
1520,S12000028,2009-2011,Thousand Visits,382,All of GB,Visits
1521,S12000028,2012-2014,million pounds (GBP),61,All of GB,Expenditure
1522,S12000028,2015-2017,Thousand Visits,304,All of GB,Visits
1523,S12000028,2017-2019,million pounds (GBP),82,All of GB,Expenditure
1524,S12000028,2012-2014,Thousand Nights,1251,All of GB,Nights
1525,S12000028,2013-2015,Thousand Visits,239,Scotland,Visits
1526,S12000028,2017-2019,Thousand Nights,761,England,Nights
1527,S12000028,2017-2019,Thousand Nights,1493,All of GB,Nights
1528,S12000028,2016-2018,Thousand Visits,135,England,Visits
1529,S12000028,2016-2018,Thousand Nights,1388,All of GB,Nights
1530,S12000028,2009-2011,Thousand Visits,216,Scotland,Visits
1531,S12000028,2015-2017,million pounds (GBP),36,Scotland,Expenditure
1532,S12000028,2015-2017,million pounds (GBP),35,England,Expenditure
1533,S12000028,2009-2011,Thousand Nights,620,England,Nights
1534,S12000028,2013-2015,Thousand Visits,373,All of GB,Visits
1535,S12000028,2013-2015,Thousand Nights,1069,All of GB,Nights
1536,S12000028,2015-2017,Thousand Nights,590,Scotland,Nights
1537,S12000028,2010-2012,Thousand Nights,641,England,Nights
1538,S12000028,2009-2011,million pounds (GBP),28,Scotland,Expenditure
1539,S12000029,2015-2017,Thousand Visits,129,All of GB,Visits
1540,S12000029,2010-2012,million pounds (GBP),26,All of GB,Expenditure
1541,S12000029,2016-2018,Thousand Nights,270,England,Nights
1542,S12000029,2009-2011,Thousand Nights,242,England,Nights
1543,S12000029,2017-2019,Thousand Nights,48,Scotland,Nights
1544,S12000029,2012-2014,Thousand Visits,75,Scotland,Visits
1545,S12000029,2009-2011,million pounds (GBP),12,England,Expenditure
1546,S12000029,2017-2019,Thousand Visits,94,England,Visits
1547,S12000029,2017-2019,million pounds (GBP),15,England,Expenditure
1548,S12000029,2013-2015,Thousand Visits,62,England,Visits
1549,S12000029,2016-2018,Thousand Visits,108,England,Visits
1550,S12000029,2014-2016,million pounds (GBP),3,Scotland,Expenditure
1551,S12000029,2016-2018,million pounds (GBP),22,All of GB,Expenditure
1552,S12000029,2017-2019,Thousand Visits,39,Scotland,Visits
1553,S12000029,2009-2011,million pounds (GBP),10,Scotland,Expenditure
1554,S12000029,2010-2012,million pounds (GBP),13,England,Expenditure
1555,S12000029,2011-2013,Thousand Visits,106,Scotland,Visits
1556,S12000029,2011-2013,Thousand Nights,195,Scotland,Nights
1557,S12000029,2012-2014,million pounds (GBP),19,All of GB,Expenditure
1558,S12000029,2016-2018,Thousand Visits,140,All of GB,Visits
1559,S12000029,2015-2017,million pounds (GBP),3,Scotland,Expenditure
1560,S12000029,2015-2017,million pounds (GBP),24,All of GB,Expenditure
1561,S12000029,2016-2018,million pounds (GBP),17,England,Expenditure
1562,S12000029,2009-2011,Thousand Visits,65,England,Visits
1563,S12000029,2012-2014,Thousand Nights,149,Scotland,Nights
1564,S12000029,2009-2011,million pounds (GBP),24,All of GB,Expenditure
1565,S12000029,2011-2013,Thousand Nights,220,England,Nights
1566,S12000029,2010-2012,Thousand Nights,292,Scotland,Nights
1567,S12000029,2015-2017,Thousand Visits,87,England,Visits
1568,S12000029,2011-2013,million pounds (GBP),25,All of GB,Expenditure
1569,S12000029,2012-2014,million pounds (GBP),8,Scotland,Expenditure
1570,S12000029,2015-2017,Thousand Nights,53,Scotland,Nights
1571,S12000029,2013-2015,Thousand Visits,47,Scotland,Visits
1572,S12000029,2017-2019,million pounds (GBP),5,Scotland,Expenditure
1573,S12000029,2011-2013,million pounds (GBP),14,England,Expenditure
1574,S12000029,2014-2016,million pounds (GBP),22,All of GB,Expenditure
1575,S12000029,2009-2011,Thousand Nights,261,Scotland,Nights
1576,S12000029,2014-2016,Thousand Visits,28,Scotland,Visits
1577,S12000029,2014-2016,million pounds (GBP),16,England,Expenditure
1578,S12000029,2014-2016,Thousand Nights,204,England,Nights
1579,S12000029,2010-2012,Thousand Nights,517,All of GB,Nights
1580,S12000029,2009-2011,Thousand Visits,183,All of GB,Visits
1581,S12000029,2010-2012,Thousand Visits,126,Scotland,Visits
1582,S12000029,2017-2019,Thousand Nights,283,England,Nights
1583,S12000029,2016-2018,Thousand Visits,29,Scotland,Visits
1584,S12000029,2011-2013,Thousand Visits,178,All of GB,Visits
1585,S12000029,2015-2017,million pounds (GBP),18,England,Expenditure
1586,S12000029,2012-2014,Thousand Visits,135,All of GB,Visits
1587,S12000029,2017-2019,Thousand Nights,348,All of GB,Nights
1588,S12000029,2013-2015,Thousand Visits,119,All of GB,Visits
1589,S12000029,2015-2017,Thousand Nights,289,All of GB,Nights
1590,S12000029,2009-2011,Thousand Nights,533,All of GB,Nights
1591,S12000029,2013-2015,million pounds (GBP),6,Scotland,Expenditure
1592,S12000029,2016-2018,Thousand Nights,40,Scotland,Nights
1593,S12000029,2014-2016,Thousand Visits,83,England,Visits
1594,S12000029,2011-2013,Thousand Nights,429,All of GB,Nights
1595,S12000029,2012-2014,million pounds (GBP),11,England,Expenditure
1596,S12000029,2016-2018,Thousand Nights,323,All of GB,Nights
1597,S12000029,2011-2013,million pounds (GBP),10,Scotland,Expenditure
1598,S12000029,2013-2015,Thousand Nights,181,England,Nights
1599,S12000029,2016-2018,million pounds (GBP),4,Scotland,Expenditure
1600,S12000029,2014-2016,Thousand Nights,55,Scotland,Nights
1601,S12000029,2013-2015,Thousand Nights,266,All of GB,Nights
1602,S12000029,2010-2012,Thousand Visits,69,England,Visits
1603,S12000029,2012-2014,Thousand Nights,296,All of GB,Nights
1604,S12000029,2015-2017,Thousand Nights,210,England,Nights
1605,S12000029,2011-2013,Thousand Visits,70,England,Visits
1606,S12000029,2013-2015,million pounds (GBP),23,All of GB,Expenditure
1607,S12000029,2009-2011,Thousand Visits,113,Scotland,Visits
1608,S12000029,2015-2017,Thousand Visits,29,Scotland,Visits
1609,S12000029,2012-2014,Thousand Visits,60,England,Visits
1610,S12000029,2010-2012,Thousand Visits,196,All of GB,Visits
1611,S12000029,2014-2016,Thousand Nights,252,All of GB,Nights
1612,S12000029,2010-2012,Thousand Nights,211,England,Nights
1613,S12000029,2010-2012,million pounds (GBP),12,Scotland,Expenditure
1614,S12000029,2014-2016,Thousand Visits,121,All of GB,Visits
1615,S12000029,2017-2019,Thousand Visits,139,All of GB,Visits
1616,S12000029,2012-2014,Thousand Nights,167,England,Nights
1617,S12000029,2013-2015,million pounds (GBP),15,England,Expenditure
1618,S12000029,2013-2015,Thousand Nights,91,Scotland,Nights
1619,S12000029,2017-2019,million pounds (GBP),20,All of GB,Expenditure
1620,S12000030,2010-2012,Thousand Nights,1236,All of GB,Nights
1621,S12000030,2013-2015,million pounds (GBP),40,Scotland,Expenditure
1622,S12000030,2017-2019,Thousand Nights,955,All of GB,Nights
1623,S12000030,2013-2015,Thousand Nights,509,Scotland,Nights
1624,S12000030,2015-2017,million pounds (GBP),75,All of GB,Expenditure
1625,S12000030,2010-2012,Thousand Nights,721,England,Nights
1626,S12000030,2010-2012,million pounds (GBP),72,All of GB,Expenditure
1627,S12000030,2011-2013,Thousand Visits,233,Scotland,Visits
1628,S12000030,2015-2017,Thousand Nights,1137,All of GB,Nights
1629,S12000030,2011-2013,Thousand Nights,684,England,Nights
1630,S12000030,2016-2018,Thousand Visits,130,England,Visits
1631,S12000030,2010-2012,Thousand Visits,366,All of GB,Visits
1632,S12000030,2012-2014,Thousand Visits,393,All of GB,Visits
1633,S12000030,2011-2013,Thousand Nights,528,Scotland,Nights
1634,S12000030,2015-2017,million pounds (GBP),34,Scotland,Expenditure
1635,S12000030,2016-2018,Thousand Visits,331,All of GB,Visits
1636,S12000030,2010-2012,Thousand Visits,203,Scotland,Visits
1637,S12000030,2010-2012,Thousand Visits,152,England,Visits
1638,S12000030,2012-2014,Thousand Nights,1114,All of GB,Nights
1639,S12000030,2011-2013,million pounds (GBP),34,Scotland,Expenditure
1640,S12000030,2015-2017,Thousand Nights,447,Scotland,Nights
1641,S12000030,2009-2011,Thousand Visits,174,England,Visits
1642,S12000030,2014-2016,Thousand Visits,177,England,Visits
1643,S12000030,2017-2019,million pounds (GBP),40,Scotland,Expenditure
1644,S12000030,2016-2018,million pounds (GBP),36,Scotland,Expenditure
1645,S12000030,2009-2011,Thousand Nights,1287,All of GB,Nights
1646,S12000030,2016-2018,Thousand Nights,445,Scotland,Nights
1647,S12000030,2017-2019,Thousand Visits,126,England,Visits
1648,S12000030,2013-2015,million pounds (GBP),46,England,Expenditure
1649,S12000030,2013-2015,million pounds (GBP),87,All of GB,Expenditure
1650,S12000030,2009-2011,million pounds (GBP),66,All of GB,Expenditure
1651,S12000030,2009-2011,Thousand Visits,362,All of GB,Visits
1652,S12000030,2010-2012,million pounds (GBP),23,Scotland,Expenditure
1653,S12000030,2017-2019,Thousand Visits,383,All of GB,Visits
1654,S12000030,2016-2018,Thousand Nights,461,England,Nights
1655,S12000030,2012-2014,Thousand Nights,752,England,Nights
1656,S12000030,2013-2015,Thousand Nights,809,England,Nights
1657,S12000030,2012-2014,Thousand Visits,228,Scotland,Visits
1658,S12000030,2011-2013,Thousand Nights,1266,All of GB,Nights
1659,S12000030,2011-2013,Thousand Visits,154,England,Visits
1660,S12000030,2013-2015,Thousand Visits,432,All of GB,Visits
1661,S12000030,2015-2017,Thousand Visits,211,Scotland,Visits
1662,S12000030,2016-2018,Thousand Nights,934,All of GB,Nights
1663,S12000030,2014-2016,million pounds (GBP),80,All of GB,Expenditure
1664,S12000030,2016-2018,Thousand Visits,192,Scotland,Visits
1665,S12000030,2014-2016,Thousand Visits,436,All of GB,Visits
1666,S12000030,2009-2011,Thousand Visits,184,Scotland,Visits
1667,S12000030,2014-2016,Thousand Nights,557,Scotland,Nights
1668,S12000030,2015-2017,million pounds (GBP),39,England,Expenditure
1669,S12000030,2014-2016,Thousand Nights,781,England,Nights
1670,S12000030,2013-2015,Thousand Visits,243,Scotland,Visits
1671,S12000030,2011-2013,million pounds (GBP),40,England,Expenditure
1672,S12000030,2015-2017,Thousand Visits,402,All of GB,Visits
1673,S12000030,2017-2019,million pounds (GBP),67,All of GB,Expenditure
1674,S12000030,2010-2012,million pounds (GBP),42,England,Expenditure
1675,S12000030,2009-2011,Thousand Nights,873,England,Nights
1676,S12000030,2016-2018,million pounds (GBP),27,England,Expenditure
1677,S12000030,2014-2016,million pounds (GBP),41,England,Expenditure
1678,S12000030,2013-2015,Thousand Visits,181,England,Visits
1679,S12000030,2013-2015,Thousand Nights,1175,All of GB,Nights
1680,S12000030,2014-2016,million pounds (GBP),38,Scotland,Expenditure
1681,S12000030,2012-2014,million pounds (GBP),40,England,Expenditure
1682,S12000030,2015-2017,Thousand Visits,176,England,Visits
1683,S12000030,2017-2019,Thousand Visits,248,Scotland,Visits
1684,S12000030,2012-2014,Thousand Nights,507,Scotland,Nights
1685,S12000030,2012-2014,million pounds (GBP),83,All of GB,Expenditure
1686,S12000030,2014-2016,Thousand Visits,246,Scotland,Visits
1687,S12000030,2017-2019,Thousand Nights,406,England,Nights
1688,S12000030,2011-2013,million pounds (GBP),81,All of GB,Expenditure
1689,S12000030,2012-2014,million pounds (GBP),37,Scotland,Expenditure
1690,S12000030,2016-2018,million pounds (GBP),64,All of GB,Expenditure
1691,S12000030,2014-2016,Thousand Nights,1206,All of GB,Nights
1692,S12000030,2009-2011,Thousand Nights,410,Scotland,Nights
1693,S12000030,2015-2017,Thousand Nights,621,England,Nights
1694,S12000030,2009-2011,million pounds (GBP),17,Scotland,Expenditure
1695,S12000030,2017-2019,million pounds (GBP),25,England,Expenditure
1696,S12000030,2011-2013,Thousand Visits,399,All of GB,Visits
1697,S12000030,2012-2014,Thousand Visits,157,England,Visits
1698,S12000030,2009-2011,million pounds (GBP),48,England,Expenditure
1699,S12000030,2010-2012,Thousand Nights,465,Scotland,Nights
1700,S12000030,2017-2019,Thousand Nights,503,Scotland,Nights
1701,S12000033,2010-2012,Thousand Visits,744,All of GB,Visits
1702,S12000033,2009-2011,Thousand Visits,736,All of GB,Visits
1703,S12000033,2017-2019,million pounds (GBP),111,All of GB,Expenditure
1704,S12000033,2011-2013,Thousand Visits,447,Scotland,Visits
1705,S12000033,2015-2017,million pounds (GBP),156,All of GB,Expenditure
1706,S12000033,2016-2018,million pounds (GBP),128,All of GB,Expenditure
1707,S12000033,2014-2016,million pounds (GBP),167,All of GB,Expenditure
1708,S12000033,2012-2014,Thousand Visits,395,Scotland,Visits
1709,S12000033,2013-2015,million pounds (GBP),54,Scotland,Expenditure
1710,S12000033,2016-2018,Thousand Visits,574,All of GB,Visits
1711,S12000033,2011-2013,Thousand Nights,948,England,Nights
1712,S12000033,2015-2017,Thousand Nights,1740,All of GB,Nights
1713,S12000033,2014-2016,Thousand Visits,292,England,Visits
1714,S12000033,2011-2013,Thousand Visits,315,England,Visits
1715,S12000033,2013-2015,million pounds (GBP),158,All of GB,Expenditure
